1.0353e-05	27.1079		
1.03961e-05	24.3563		
1.04392e-05	32.6313		
1.04824e-05	30.3142		
1.05255e-05	27.5506		
1.05686e-05	34.7522		
1.06118e-05	32.054		
1.06549e-05	36.2793		
1.06981e-05	33.4724		
1.07412e-05	30.63		
1.07843e-05	38.4808		
1.08275e-05	41.1581		
1.08706e-05	30.6487		
1.09137e-05	19.9384		
1.09569e-05	34.9547		
1.1e-05		33.1788		
